MonoObjective Genetic Algorithm
Number of Evaluations = 0
Mutation Probability = 0.0100000000000000002
Crossover Probability = 0.5
Population Size = 100
Survival Selection Type = 16

Time =  300.128910000000019

Current Evaluation = 72800
Front Size = 100
1 6 2 8 5 7 4 9 3 5 3 4 1 2 9 6 7 8 7 8 9 6 4 3 5 2 1 4 7 5 3 1 2 9 8 6 9 1 3 5 8 6 7 4 2 6 2 8 7 9 4 1 3 5 3 5 6 4 7 8 2 1 9 2 4 1 9 3 5 8 6 7 8 9 7 2 6 1 3 5 4 1 6 
1 5 8 4 3 7 2 9 6 4 3 6 5 2 9 1 7 8 2 7 9 6 1 8 5 4 3 8 2 5 3 6 1 9 7 4 7 1 4 9 8 5 6 3 2 6 9 3 2 7 4 8 5 1 3 8 2 7 9 6 4 1 5 9 4 1 8 5 3 6 2 7 5 6 7 1 4 2 3 8 9 3 55 
1 2 4 8 5 7 6 9 3 5 3 6 4 2 9 1 7 8 8 7 9 6 3 1 5 2 4 4 8 5 3 7 2 9 6 1 7 1 3 9 8 6 4 5 2 6 9 2 5 1 4 7 8 3 3 6 8 7 4 5 2 1 9 9 4 1 2 6 3 8 5 7 2 5 7 1 9 8 3 4 6 3 43 
1 6 8 5 3 7 2 9 4 5 3 4 9 2 1 7 6 8 2 7 9 6 4 8 5 3 1 7 8 5 3 6 2 9 4 1 4 1 3 7 8 9 6 5 2 6 9 2 1 5 4 8 7 3 3 2 6 8 7 5 4 1 9 5 4 1 2 9 3 6 8 7 9 8 7 4 1 6 3 2 5 5 43 
1 8 6 5 4 7 2 9 3 5 3 4 1 2 9 7 6 8 2 7 9 6 3 8 5 4 1 7 2 5 3 1 6 9 8 4 4 1 3 9 8 5 6 7 2 6 9 8 2 7 4 1 3 5 3 6 2 7 5 2 4 1 9 9 4 1 8 6 3 8 5 7 8 5 7 4 9 1 3 2 6 3 37 
1 5 2 8 3 7 4 9 6 4 3 6 5 2 9 1 7 8 8 7 9 6 4 1 5 2 3 7 8 5 3 6 2 9 4 1 9 1 4 7 8 5 6 3 2 6 2 3 1 9 4 7 8 5 3 9 8 2 7 6 8 1 4 5 4 1 9 5 3 2 6 7 2 6 7 4 1 8 3 5 9 3 35 
1 8 2 4 5 7 6 9 3 5 3 6 9 2 1 7 4 8 4 7 9 6 3 8 5 2 1 8 2 5 3 1 6 9 7 4 9 1 4 7 8 5 6 3 2 6 7 3 2 9 4 8 5 1 3 6 8 5 7 2 4 1 9 5 4 1 8 6 3 2 8 7 2 9 7 1 4 9 3 6 5 7 35 
1 2 4 5 3 7 4 9 6 5 3 6 4 2 9 1 7 8 7 8 9 6 1 8 5 2 3 8 7 5 3 6 2 9 4 1 4 1 3 9 8 5 7 6 2 6 9 2 1 7 4 8 3 5 3 5 8 7 4 6 2 1 9 2 4 1 8 9 3 6 5 7 9 6 7 2 5 1 3 8 4 3 34 
1 5 2 8 5 7 2 9 4 4 3 6 1 2 9 7 6 8 7 8 9 6 4 3 5 3 1 4 2 5 3 6 1 9 7 6 7 1 3 9 8 5 4 5 2 6 9 8 2 7 4 1 8 3 3 5 8 2 7 6 8 1 9 9 4 1 5 9 3 6 2 7 2 6 7 8 4 1 3 4 5 21 35 
1 8 6 5 4 7 2 9 3 5 3 4 1 2 9 6 7 8 7 2 9 6 3 8 5 4 1 4 8 5 3 1 2 9 6 4 9 1 3 7 8 6 7 5 2 6 7 2 9 5 4 8 3 1 3 6 8 2 7 5 4 1 9 5 4 1 8 9 3 6 2 7 2 9 7 4 6 1 3 8 5 7 32 
1 2 4 8 5 7 2 9 6 5 3 6 9 2 1 7 4 8 7 8 9 6 4 3 5 3 1 4 7 5 3 6 2 9 8 4 9 1 3 7 8 5 6 7 2 6 8 2 1 9 4 1 5 3 3 9 8 2 7 6 4 1 5 2 4 1 5 3 9 8 6 7 5 6 7 4 1 8 3 2 9 8 34 
1 2 6 8 5 7 4 9 3 5 3 4 9 2 1 6 7 8 8 7 9 6 4 3 5 2 1 7 8 5 3 6 2 9 4 1 4 1 3 5 8 9 7 6 2 6 9 2 1 7 4 8 3 5 3 6 8 7 9 5 2 1 4 9 4 1 2 3 8 6 5 7 2 5 7 4 1 6 3 8 9 3 31 
1 5 2 8 3 7 6 9 4 4 3 6 5 2 9 1 7 8 8 7 9 6 4 1 5 2 3 7 2 5 3 1 6 9 4 1 4 1 3 9 8 5 7 6 2 6 9 8 2 7 4 8 3 5 3 6 2 7 5 8 4 1 9 5 4 1 1 9 3 2 8 7 9 8 7 4 6 2 3 5 6 7 31 
1 2 4 8 5 7 6 9 3 5 3 6 4 2 9 1 7 8 8 7 9 6 1 3 5 2 4 2 8 5 3 7 2 9 6 1 9 1 4 5 8 6 7 4 2 6 7 3 1 9 4 8 3 5 3 9 2 7 6 8 4 1 5 8 4 1 9 3 5 2 6 7 5 6 7 2 4 1 3 8 9 10 33 
1 6 2 8 5 7 4 9 3 5 3 4 9 2 1 6 7 8 7 8 9 6 4 3 5 2 1 7 2 5 3 6 1 9 8 4 4 1 3 7 8 9 6 3 2 6 9 8 2 5 4 7 5 1 3 5 6 4 7 2 8 1 9 9 4 1 5 3 8 2 6 7 8 2 7 1 9 6 3 4 5 9 30 
1 8 4 5 3 7 2 9 6 5 3 6 4 2 9 1 7 8 2 7 9 6 1 8 5 4 3 4 7 5 3 1 6 9 8 1 9 1 3 7 8 5 4 6 2 6 2 8 2 9 4 7 3 5 3 5 2 8 7 2 6 1 9 9 4 1 5 6 3 8 2 7 8 6 7 9 4 1 3 5 4 9 30 
1 5 8 4 5 7 2 9 6 4 3 6 9 2 1 1 7 8 2 7 9 6 3 8 5 3 4 7 8 5 3 7 2 9 6 1 9 1 4 5 8 6 4 7 2 6 2 3 1 9 4 8 5 3 3 6 2 7 4 9 8 1 5 5 4 1 8 6 3 6 2 7 8 9 7 2 1 5 3 4 9 11 33 
1 6 8 5 3 7 2 9 4 5 3 4 1 2 9 7 6 8 7 2 9 6 4 8 5 3 1 4 8 5 3 1 2 9 7 6 9 1 3 7 8 6 4 5 2 6 7 2 5 9 4 1 8 3 3 9 6 4 7 2 8 1 5 8 4 1 9 5 3 6 2 7 2 5 7 8 6 1 3 4 9 3 29 
1 8 4 5 3 7 2 9 6 5 3 6 1 2 9 4 7 8 7 2 9 6 4 8 5 3 1 2 7 5 3 6 2 9 8 4 4 1 3 9 8 5 7 6 2 6 9 8 7 1 4 1 5 3 3 5 2 4 7 6 8 1 9 9 4 1 8 5 3 6 2 7 8 6 7 2 9 1 3 4 5 3 28 
1 2 6 8 4 7 2 9 3 5 3 4 5 2 9 4 6 8 8 7 9 6 3 1 5 7 1 2 8 5 3 1 2 9 4 6 7 1 4 9 8 6 7 3 2 6 9 3 7 5 4 1 8 5 3 6 8 2 7 5 6 1 4 2 4 1 1 9 3 8 5 7 9 5 7 4 6 8 3 2 9 14 33 
1 2 4 8 5 7 6 9 3 5 3 6 4 2 9 1 7 8 7 8 9 6 3 1 5 2 4 8 7 5 3 7 6 9 4 1 4 1 3 9 8 5 7 6 2 6 9 2 2 1 4 8 3 5 3 5 8 7 9 2 4 1 6 9 4 1 5 6 3 2 8 7 2 6 7 1 4 8 3 5 9 3 26 
1 5 8 4 3 7 2 9 6 4 3 6 9 2 5 1 7 8 7 2 9 6 1 8 5 3 4 8 7 5 3 6 2 9 4 1 4 1 3 5 8 9 7 6 2 6 9 2 1 7 4 8 5 3 3 8 2 7 5 6 4 1 9 5 4 1 2 9 3 6 8 7 9 6 7 8 4 1 3 2 5 3 25 
